user_id,region,is_premium,smart_shuffle_enabled,session_length,skips,timestamp
25795,North America,False,True,35.712308956572,3,2025-04-01 00:00:00
10860,Latin America,False,False,31.186790840676913,5,2025-04-01 01:00:00
86820,North America,False,True,39.95411641903684,1,2025-04-01 02:00:00
64886,North America,True,True,25.85707903976458,1,2025-04-01 03:00:00
16265,Asia,True,False,36.473326855134786,3,2025-04-01 04:00:00
92386,Africa,False,False,13.721140610447833,1,2025-04-01 05:00:00
47194,Africa,True,False,16.642433374933184,3,2025-04-01 06:00:00
97498,North America,True,True,58.41065058821802,4,2025-04-01 07:00:00
54131,Europe,True,True,27.48324296036245,4,2025-04-01 08:00:00
70263,Latin America,True,False,37.295193509862024,3,2025-04-01 09:00:00
26023,Europe,False,False,46.982903924269564,5,2025-04-01 10:00:00
51090,Europe,True,False,6.855439212215238,1,2025-04-01 11:00:00
77221,North America,True,False,41.262461801557095,4,2025-04-01 12:00:00
74820,North America,True,False,36.48943606259271,2,2025-04-01 13:00:00
10769,North America,False,False,46.4039728093304,1,2025-04-01 14:00:00
69735,North America,True,True,26.454494085674423,4,2025-04-01 15:00:00
72955,Africa,True,False,44.51254656954613,3,2025-04-01 16:00:00
74925,North America,False,False,22.605855683973097,2,2025-04-01 17:00:00
77969,Africa,False,False,40.54777814276657,2,2025-04-01 18:00:00
15311,Africa,True,True,36.44331901833617,1,2025-04-01 19:00:00
93104,North America,True,False,37.70768806435139,2,2025-04-01 20:00:00
63707,Asia,True,True,35.34742387374758,3,2025-04-01 21:00:00
95305,Latin America,True,False,11.60598415813271,4,2025-04-01 22:00:00
38693,Europe,True,True,9.702540824365212,4,2025-04-01 23:00:00
81932,Africa,True,False,32.09915533983491,1,2025-04-02 00:00:00
35658,Latin America,True,True,33.32387205418371,2,2025-04-02 01:00:00
94478,Asia,True,True,42.023911978330496,0,2025-04-02 02:00:00
28431,Europe,False,True,32.681680778944276,2,2025-04-02 03:00:00
12747,Europe,False,False,50.1807738271782,2,2025-04-02 04:00:00
69150,Africa,False,True,37.5934330822415,0,2025-04-02 05:00:00
75725,North America,True,True,30.566759679425086,0,2025-04-02 06:00:00
94654,Asia,True,False,33.37363066346866,3,2025-04-02 07:00:00
45773,Africa,False,True,34.27730025658989,1,2025-04-02 08:00:00
77435,Asia,True,False,30.929302341139874,1,2025-04-02 09:00:00
66886,North America,True,False,17.825198127641656,2,2025-04-02 10:00:00
76803,North America,True,False,29.914147981403946,5,2025-04-02 11:00:00
41551,Africa,False,True,29.483709833774206,0,2025-04-02 12:00:00
21394,North America,False,False,18.772633746313204,2,2025-04-02 13:00:00
79092,Latin America,True,True,54.69834348348829,3,2025-04-02 14:00:00
13890,Europe,True,True,27.08951760912033,2,2025-04-02 15:00:00
51606,Africa,False,True,35.363663901645104,1,2025-04-02 16:00:00
90038,Asia,True,False,21.971919650512426,3,2025-04-02 17:00:00
97313,Latin America,False,True,40.24451242888979,3,2025-04-02 18:00:00
20627,Africa,False,False,17.256148655310824,4,2025-04-02 19:00:00
18792,North America,False,False,38.40356823935551,4,2025-04-02 20:00:00
83969,North America,True,True,53.5390017497825,4,2025-04-02 21:00:00
53001,North America,True,True,26.19402258573627,1,2025-04-02 22:00:00
86552,North America,True,False,42.169688626813205,0,2025-04-02 23:00:00
33897,Asia,False,False,26.1812065560431,3,2025-04-03 00:00:00
78148,Latin America,False,False,45.05791121076086,3,2025-04-03 01:00:00
33483,Europe,True,True,59.85385793784037,1,2025-04-03 02:00:00
58555,Asia,True,True,31.310270451388323,3,2025-04-03 03:00:00
27159,Asia,False,True,19.494741111514067,4,2025-04-03 04:00:00
90077,Europe,False,True,44.994214336143855,1,2025-04-03 05:00:00
45920,Europe,False,True,35.26586304345519,1,2025-04-03 06:00:00
77121,North America,True,False,35.01791167777641,4,2025-04-03 07:00:00
79479,Asia,True,True,30.773929344312556,1,2025-04-03 08:00:00
99475,Africa,False,True,26.38034517704429,0,2025-04-03 09:00:00
29457,Europe,False,False,41.603481809669745,5,2025-04-03 10:00:00
76557,Europe,True,False,33.19789994556033,0,2025-04-03 11:00:00
87189,Latin America,True,True,20.65779312648667,1,2025-04-03 12:00:00
88953,Africa,True,False,36.86875223202894,3,2025-04-03 13:00:00
62995,Africa,True,True,42.422390021339275,0,2025-04-03 14:00:00
50757,Europe,True,True,34.82992514642887,5,2025-04-03 15:00:00
19692,North America,False,True,49.4859625984214,5,2025-04-03 16:00:00
55758,Latin America,True,False,23.818268376527357,3,2025-04-03 17:00:00
82409,Africa,False,True,33.53267205678656,4,2025-04-03 18:00:00
81211,Europe,True,True,44.03497749653151,4,2025-04-03 19:00:00
75697,Africa,False,True,38.80032443490561,2,2025-04-03 20:00:00
47065,Latin America,False,False,16.155768456415636,2,2025-04-03 21:00:00
42606,Latin America,True,True,38.274974324568554,2,2025-04-03 22:00:00
21534,Asia,True,True,31.437928883532336,2,2025-04-03 23:00:00
50397,Europe,True,True,44.903047513127895,7,2025-04-04 00:00:00
11016,Latin America,True,True,37.859721108623916,5,2025-04-04 01:00:00
99789,Asia,False,False,30.94507653047391,4,2025-04-04 02:00:00
65591,Asia,False,False,19.517488362809484,3,2025-04-04 03:00:00
99812,Africa,True,True,30.844318336291206,4,2025-04-04 04:00:00
33247,Africa,True,True,45.08660852513908,0,2025-04-04 05:00:00
34300,Asia,True,True,30.15295854296367,6,2025-04-04 06:00:00
84065,Africa,False,True,34.25978423173485,1,2025-04-04 07:00:00
92798,Latin America,True,True,25.89443276860479,4,2025-04-04 08:00:00
19268,North America,True,False,18.16157358948331,3,2025-04-04 09:00:00
96807,Latin America,False,False,29.151409550106475,2,2025-04-04 10:00:00
22185,Asia,False,False,31.738011648773384,5,2025-04-04 11:00:00
73704,Asia,True,False,49.93862939232595,3,2025-04-04 12:00:00
96779,Latin America,False,False,25.44539616153791,2,2025-04-04 13:00:00
49099,Africa,True,False,29.498307323661177,2,2025-04-04 14:00:00
18571,Africa,True,True,22.014231921238707,1,2025-04-04 15:00:00
48044,Asia,False,False,36.122400149069136,4,2025-04-04 16:00:00
61214,Europe,False,True,34.35322880231906,1,2025-04-04 17:00:00
71228,Africa,True,True,49.92512713138365,1,2025-04-04 18:00:00
58984,Latin America,True,False,41.11622151508709,2,2025-04-04 19:00:00
50774,Africa,True,True,39.11765054972857,2,2025-04-04 20:00:00
12568,Latin America,True,True,29.27429822235119,0,2025-04-04 21:00:00
72592,Asia,True,False,32.04668437890061,0,2025-04-04 22:00:00
77563,Africa,True,True,31.580591480912936,2,2025-04-04 23:00:00
12695,Latin America,True,True,42.7727624128165,0,2025-04-05 00:00:00
